-2.118034	19.55592
-1.809017	18.60486
-0.809017	18.60486
-1.309017	17.06602
-1	18.01707
-1.309017	20.1437
-0.309017	20.1437
0	21.09476
-1.118034	19.55592
-4.236068	18.01707
-3.927051	17.06602
-2.927051	17.06602
-4.736068	17.6538
-5.545085	17.06602
-2.927051	18.96813
-2.618034	18.01707
-3.236068	18.01707
-3.236068	18.01707
-2.118034	17.6538
3.427051	18.60486
2.618034	18.01707
2.927051	17.06602
2.927051	18.96813
2.118034	19.55592
5.545085	17.06602
4.736068	17.6538
3.927051	17.06602
3.736068	17.6538
0.809017	18.60486
0	18.01707
0.309017	17.06602
-0.309017	17.06602
1.618034	18.01707
1.927051	17.06602
1.118034	17.6538
1.118034	17.6538
1.809017	18.60486
1.618034	18.01707
0.5	19.55592
0.809017	18.60486
1.118034	19.55592
0.809017	20.50697
2.220446E-16	18.01707
0.5	19.55592
0	19.19264
1.110223E-16	19.19264
-6.045085	23.58466
-6.854102	24.17244
-7.663119	23.58466
-5.854102	24.17244
-5.545085	25.1235
-6.854102	21.09476
-6.545085	22.04581
-7.354102	22.6336
-6.854102	22.99687
-6.854102	26.07455
-7.663119	26.66234
-8.472136	26.07455
-8.972136	27.6134
-8.663119	26.66234
-7.163119	25.1235
-7.972136	24.53571
-7.663119	25.48677
-6.545085	25.1235
-6.545085	25.1235
-2.118034	22.6336
-2.927051	22.04581
-2.618034	21.09476
-4.236068	21.09476
-3.236068	21.09476
-1.309017	22.04581
-1	21.09476
-1.809017	21.68254
-4.236068	24.17244
-5.045085	23.58466
-4.736068	22.6336
-4.736068	24.53571
-2.927051	23.22138
-3.736068	22.6336
-3.927051	23.22138
-3.927051	22.04581
-2.927051	22.04581
-5.045085	21.68254
-5.545085	22.04581
-5.854102	21.09476
-5.736068	22.6336
-5.545085	20.1437
-4.736068	19.55592
-5.045085	20.50697
-4.236068	21.09476
-6.045085	18.60486
-5.045085	18.60486
-5.854102	18.01707
-6.545085	20.1437
-5.736068	19.55592
-2.618034	21.09476
-2.927051	20.1437
-3.236068	21.09476
-1	21.09476
-1.809017	20.50697
-4.236068	18.01707
-4.736068	17.6538
-3.736068	19.55592
-2.927051	18.96813
-3.927051	18.96813
-3.927051	20.1437
-3.736068	19.55592
-3.927051	20.1437
0.5	6.518638
0.809017	7.469695
0	8.05748
1.118034	6.518638
2.118034	6.518638
-2.118034	6.518638
-1.118034	6.518638
-0.809017	7.469695
-0.309017	7.106424
2.618034	8.05748
2.927051	9.008537
2.118034	9.596322
3.427051	10.54738
2.618034	9.959593
1.618034	8.05748
0.809017	8.645265
1.809017	8.645265
1.809017	7.469695
0.809017	2.489898
-2.220446E-16	3.077684
-0.809017	2.489898
-1.309017	4.02874
-1	3.077684
0.5	1.538842
-0.309017	0.9510565
0	0
-1.110223E-16	1.902113
0	1.902113
1.618034	4.979797
0.809017	5.567582
0	4.979797
1.809017	5.567582
1.118034	3.440955
0.309017	4.02874
0.809017	4.392011
-0.309017	4.02874
0	3.077684
-1	4.979797
-2.220446E-16	4.979797
-0.809017	5.567582
-1.809017	5.567582
